"source_object","target_object","relationship_field_count","fields"
"ffct__MetadataMigration__c","User","3","CreatedById;ffct__ChangedById__c;LastModifiedById"
"ffct__MetadataMigration__c","UserRecordAccess","1","UserRecordAccessId"
"ffct__MigrationRule__c","Group","1","OwnerId"
"ffct__MigrationRule__c","Record Visibility","1","RecordVisibilityId"
"ffct__MigrationRule__c","User","3","CreatedById;LastModifiedById;OwnerId"
"ffct__MigrationRule__c","UserRecordAccess","1","UserRecordAccessId"
"ffct__MigrationRuleValue__c","ffct__MigrationRule__c","1","ffct__MigrationRule__c"
"ffct__MigrationRuleValue__c","Record Visibility","1","RecordVisibilityId"
"ffct__MigrationRuleValue__c","User","2","CreatedById;LastModifiedById"
"ffct__MigrationRuleValue__c","UserRecordAccess","1","UserRecordAccessId"
"ffct__MigrationSet__c","ffct__BundleJob__c","1","ffct__BundleJob__c"
"ffct__MigrationSet__c","Group","1","OwnerId"
"ffct__MigrationSet__c","Record Visibility","1","RecordVisibilityId"
"ffct__MigrationSet__c","User","3","CreatedById;LastModifiedById;OwnerId"
"ffct__MigrationSet__c","UserRecordAccess","1","UserRecordAccessId"
"ffct__MigrationSetJob__c","ffct__fflib_BatchProcess__c","1","ffct__BatchProcess__c"
"ffct__MigrationSetJob__c","ffct__MigrationSet__c","1","ffct__MigrationSet__c"
"ffct__MigrationSetJob__c","Group","1","OwnerId"
"ffct__MigrationSetJob__c","Record Visibility","1","RecordVisibilityId"
"ffct__MigrationSetJob__c","User","3","CreatedById;LastModifiedById;OwnerId"
"ffct__MigrationSetJob__c","UserRecordAccess","1","UserRecordAccessId"
"ffct__MigrationSetProcessLog__c","ffct__MigrationSet__c","1","ffct__MigrationSet__c"
"ffct__MigrationSetProcessLog__c","ffct__MigrationSetJob__c","1","ffct__MigrationSetJob__c"
"ffct__MigrationSetProcessLog__c","Record Visibility","1","RecordVisibilityId"
"ffct__MigrationSetProcessLog__c","User","3","CreatedById;ffct__ChangedById__c;LastModifiedById"
"ffct__MigrationSetProcessLog__c","UserRecordAccess","1","UserRecordAccessId"
"ffct__MigrationSetRule__c","ffct__MigrationRule__c","1","ffct__MigrationRule__c"
"ffct__MigrationSetRule__c","ffct__MigrationSet__c","1","ffct__MigrationSet__c"
"ffct__MigrationSetRule__c","Record Visibility","1","RecordVisibilityId"
"ffct__MigrationSetRule__c","User","2","CreatedById;LastModifiedById"
"ffct__MigrationSetRule__c","UserRecordAccess","1","UserRecordAccessId"
"ffct__OAuthSetting__c","Organization","1","SetupOwnerId"
"ffct__OAuthSetting__c","Profile","1","SetupOwnerId"
"ffct__OAuthSetting__c","Record Visibility","1","RecordVisibilityId"
"ffct__OAuthSetting__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"ffct__OAuthSetting__c","UserRecordAccess","1","UserRecordAccessId"
"ffct__RecordMigration__c","ffct__MigrationSet__c","1","ffct__MigrationSet__c"
"ffct__RecordMigration__c","Record Visibility","1","RecordVisibilityId"
"ffct__RecordMigration__c","User","3","CreatedById;ffct__ChangedById__c;LastModifiedById"
"ffct__RecordMigration__c","UserRecordAccess","1","UserRecordAccessId"
"ffct__ReleasePackage__c","Group","1","OwnerId"
"ffct__ReleasePackage__c","Record Visibility","1","RecordVisibilityId"
"ffct__ReleasePackage__c","User","3","CreatedById;LastModifiedById;OwnerId"
"ffct__ReleasePackage__c","UserRecordAccess","1","UserRecordAccessId"
"ffdl__FFDatastreamSettings__c","Organization","1","SetupOwnerId"
"ffdl__FFDatastreamSettings__c","Profile","1","SetupOwnerId"
"ffdl__FFDatastreamSettings__c","Record Visibility","1","RecordVisibilityId"
"ffdl__FFDatastreamSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"ffdl__FFDatastreamSettings__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__AccountCreditTerms__c","Account","1","fferpcore__Account__c"
"fferpcore__AccountCreditTerms__c","Record Visibility","1","RecordVisibilityId"
"fferpcore__AccountCreditTerms__c","User","2","CreatedById;LastModifiedById"
"fferpcore__AccountCreditTerms__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__AccountExtension__c","Account","1","fferpcore__Account__c"
"fferpcore__AccountExtension__c","Record Visibility","1","RecordVisibilityId"
"fferpcore__AccountExtension__c","User","2","CreatedById;LastModifiedById"
"fferpcore__AccountExtension__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__AnalysisItem__c","Group","1","OwnerId"
"fferpcore__AnalysisItem__c","Record Visibility","1","RecordVisibilityId"
"fferpcore__AnalysisItem__c","RecordType","1","RecordTypeId"
"fferpcore__AnalysisItem__c","User","3","CreatedById;LastModifiedById;OwnerId"
"fferpcore__AnalysisItem__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__AsyncAPISettings__c","Organization","1","SetupOwnerId"
"fferpcore__AsyncAPISettings__c","Profile","1","SetupOwnerId"
"fferpcore__AsyncAPISettings__c","Record Visibility","1","RecordVisibilityId"
"fferpcore__AsyncAPISettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"fferpcore__AsyncAPISettings__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__AsyncFrameworkEvent__e","User","1","CreatedById"
"fferpcore__AsyncJobDependency__c","fferpcore__AsyncJobRecord__c","2","fferpcore__AsyncJobRecord__c;fferpcore__DependentAsyncJobRecord__c"
"fferpcore__AsyncJobDependency__c","Record Visibility","1","RecordVisibilityId"
"fferpcore__AsyncJobDependency__c","User","2","CreatedById;LastModifiedById"
"fferpcore__AsyncJobDependency__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__AsyncJobGroup__c","fferpcore__AsyncJobGroup__c","1","fferpcore__RootAsyncJobGroup__c"
"fferpcore__AsyncJobGroup__c","Group","1","OwnerId"
"fferpcore__AsyncJobGroup__c","Record Visibility","1","RecordVisibilityId"
"fferpcore__AsyncJobGroup__c","User","3","CreatedById;LastModifiedById;OwnerId"
"fferpcore__AsyncJobGroup__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__AsyncJobGroupDependency__c","fferpcore__AsyncJobGroup__c","2","fferpcore__AsyncJobGroup__c;fferpcore__DependentAsyncJobGroup__c"
"fferpcore__AsyncJobGroupDependency__c","Record Visibility","1","RecordVisibilityId"
"fferpcore__AsyncJobGroupDependency__c","User","2","CreatedById;LastModifiedById"
"fferpcore__AsyncJobGroupDependency__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__AsyncJobRecord__c","fferpcore__AsyncJobGroup__c","1","fferpcore__AsyncJobGroup__c"
"fferpcore__AsyncJobRecord__c","Group","1","OwnerId"
"fferpcore__AsyncJobRecord__c","Record Visibility","1","RecordVisibilityId"
"fferpcore__AsyncJobRecord__c","User","3","CreatedById;LastModifiedById;OwnerId"
"fferpcore__AsyncJobRecord__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__BatchSettings__c","Organization","1","SetupOwnerId"
"fferpcore__BatchSettings__c","Profile","1","SetupOwnerId"
"fferpcore__BatchSettings__c","Record Visibility","1","RecordVisibilityId"
"fferpcore__BatchSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"fferpcore__BatchSettings__c","UserRecordAccess","1","UserRecordAccessId"
"fferpcore__BillingDocument__c","Account","1","fferpcore__Account__c"
"fferpcore__BillingDocument__c","c2g__ArchiveSet__c","1","c2g__ArchiveSet__c"
